Source_Name RAJ2000 DEJ2000 Redshift SpectrumType Pivot_Energy PL_Flux_Density PL_Index LP_Flux_Density LP_Index LP_beta CLASS SED_class Variability_Index Frac_Variability Unc_Frac_Variability Flux1000 Unc_Flux1000
J0017.8+1455 4.471099853515625 14.922800064086914 0.302712 PowerLaw 1545.2227783203125 1.1381153452397902e-13 2.246659278869629 1.2668529690996327e-13 2.1731269359588623 0.0843956470489502 bll ISP 12.494832992553711 0.22008004784584045 0.2949469983577728 2.4197019388161323e-10 3.395515812965044e-11
J0018.8+2611 4.718999862670898 26.189599990844727 0.28 LogParabola 428.1747131347656 1.9948842924777388e-12 2.7941009998321533 2.5585985153481206e-12 2.562173843383789 0.3057743310928345 fsrq LSP 27.890222549438477 0.57802414894104 0.23811322450637817 1.0069915734600698e-10 3.001639214961216e-11
J0019.6+7327 4.90310001373291 73.45600128173828 1.781 LogParabola 1388.4132080078125 6.108829262753412e-13 2.6096160411834717 6.901391350760955e-13 2.6461496353149414 0.10378196835517883 fsrq LSP 428.93231201171875 1.262621283531189 0.27552878856658936 9.607423745450205e-10 6.470252805756971e-11
J0021.6-0855 5.411499977111816 -8.917400360107422 0.648 PowerLaw 1838.56103515625 5.05270941731327e-14 2.2072017192840576 6.591714072365709e-14 2.069936990737915 0.2712872326374054 bll "" 17.615793228149414 0.456913024187088 0.3301752507686615 1.5993341373476966e-10 3.030522707780925e-11
J0022.0+0006 5.515399932861328 0.11339999735355377 0.306 PowerLaw 11804.876953125 1.3699833597134617e-15 1.589816927909851 1.1891915886603197e-15 1.6291296482086182 -0.050093501806259155 bll HSP 12.256892204284668 0.0 10.0 1.0982353915167664e-10 2.9742503598884085e-11
J0023.7-6820 5.934700012207031 -68.33809661865234 0.354 LogParabola 347.32171630859375 7.515093582155519e-12 2.8279330730438232 8.540523323274929e-12 2.7388694286346436 0.13350501656532288 fsrq LSP 41.90163040161133 0.396240770816803 0.11333132535219193 1.8997478590243588e-10 2.6723361370994958e-11
J0023.7+4457 5.947700023651123 44.95100021362305 1.062 LogParabola 683.8425903320312 2.363660265777834e-12 2.445587635040283 2.6488347106001786e-12 2.3280129432678223 0.12447277456521988 fsrq "" 118.54512023925781 0.5995238423347473 0.14005149900913239 6.846526678927489e-10 4.658736244000927e-11
J0024.7+0349 6.197500228881836 3.8320999145507812 0.545 PowerLaw 1146.8250732421875 1.4790890680207308e-13 2.4684598445892334 1.6287824225209163e-13 2.4556198120117188 0.07103385776281357 fsrq "" 105.34175109863281 1.9864906072616577 0.4791569113731384 1.411448596888576e-10 2.8752642627916103e-11
J0025.2-2231 6.303400039672852 -22.532800674438477 0.834 PowerLaw 1708.66845703125 3.9011467802907776e-14 2.3954977989196777 3.662106289872499e-14 2.3873777389526367 -0.03817060589790344 fsrq LSP 13.625898361206055 0.0 10.0 1.0074964473805181e-10 2.3738700241637822e-11
J0028.5+2001 7.126200199127197 20.017000198364258 1.552007 LogParabola 645.1572265625 1.0303795143495886e-11 2.2213823795318604 1.1499311919349609e-11 2.091590404510498 0.1080799400806427 fsrq LSP 5813.5693359375 2.0663962364196777 0.4410153329372406 3.375403068162086e-09 9.257408728480243e-11
J0028.8-0112 7.217400074005127 -1.2022000551223755 0.082 PowerLaw 3415.799072265625 7.773354341125433e-15 2.1726486682891846 7.469922575463472e-15 2.192873001098633 -0.024233711883425713 bll ISP 16.563648223876953 0.2398802638053894 1.148031234741211 9.520814692187685e-11 2.8628474590952635e-11
J0030.3-4224 7.595799922943115 -42.41270065307617 0.495 LogParabola 583.8395385742188 5.743007631953123e-12 2.485548973083496 6.12048606241089e-12 2.4470109939575195 0.06092038378119469 fsrq LSP 138.983154296875 0.3705528676509857 0.08603619039058685 1.016205453119312e-09 4.8545858305493184e-11
J0030.6-0212 7.655799865722656 -2.2014000415802 1.804 LogParabola 640.0975341796875 6.5716386325742615e-12 2.3880467414855957 7.440801447211598e-12 2.2964162826538086 0.1234007328748703 fsrq LSP 821.9554443359375 0.8667773604393005 0.18714086711406708 1.6784071910080911e-09 6.888575820873655e-11
J0032.4-2849 8.107600212097168 -28.822399139404297 0.323888 PowerLaw 1183.4573974609375 1.270673290979657e-13 2.3315093517303467 1.4616262302043215e-13 2.249180555343628 0.10544136166572571 bll LSP 21.886371612548828 0.6068349480628967 0.27984756231307983 1.410716959915348e-10 2.525064532465926e-11
J0033.3-2040 8.34570026397705 -20.667400360107422 0.073 PowerLaw 7460.80126953125 1.5668976617637604e-15 1.697918176651001 1.9200879543957014e-15 1.665268898010254 0.08158408105373383 bll "" 7.806382179260254 0.0 10.0 6.536961943970354e-11 2.1205339567620385e-11
J0035.8-0837 8.9576997756958 -8.632399559020996 0.032 LogParabola 2120.22509765625 4.539751346653749e-14 2.075824022293091 6.087297143133122e-14 1.8425843715667725 0.29000699520111084 bll LSP 45.245452880859375 1.0362149477005005 0.2864946722984314 2.3239735136293405e-10 3.7886430104272506e-11
J0035.9+5950 8.9822998046875 59.83340072631836 0.467 LogParabola 3176.771240234375 3.1292099445488775e-13 1.7652086019515991 3.309021893299624e-13 1.667915940284729 0.048305585980415344 bll HSP 252.0227508544922 0.494518905878067 0.10990694910287857 3.0814222284902826e-09 9.592343586106722e-11
J0036.9+1832 9.234000205993652 18.542400360107422 1.595 PowerLaw 924.8861694335938 4.803069834219409e-13 2.4329299926757812 5.368765870240877e-13 2.385084629058838 0.09075305610895157 bcu "" 97.4348373413086 1.1231472492218018 0.2707824409008026 2.7692234616516487e-10 3.623418232123754e-11
J0037.6+3653 9.404500007629395 36.896400451660156 0.366 PowerLaw 1350.5360107421875 1.2835682495181133e-13 2.368082284927368 1.4786224545107474e-13 2.298591136932373 0.1141931563615799 fsrq LSP 14.622583389282227 0.21417415142059326 0.30712413787841797 1.908554703167198e-10 3.1279572682008094e-11
J0037.8+1239 9.469499588012695 12.652700424194336 0.089 PowerLaw 1383.1661376953125 4.1890322048827866e-13 2.210336208343506 4.3325114546313714e-13 2.196004867553711 0.02234032191336155 bll HSP 64.201171875 0.5054582953453064 0.12911060452461243 7.063994944545016e-10 4.9250169914527575e-11
J0037.9+2612 9.4822998046875 26.201000213623047 0.14767 PowerLaw 1094.8226318359375 1.7320585070368377e-13 2.4039151668548584 1.956444582078623e-13 2.3549535274505615 0.09737996757030487 bll "" 3.9234542846679688 0.0 10.0 1.5320697488441226e-10 2.918166749910078e-11
J0038.1+0012 9.539400100708008 0.2117999941110611 0.7395 PowerLaw 1994.029052734375 1.1289630526007538e-13 2.081955671310425 1.1235235425387582e-13 2.0854408740997314 -0.0033539768774062395 bll LSP 11.01972770690918 0.053271450102329254 0.42142489552497864 4.3611564359835597e-10 3.896451911122867e-11
J0038.2-2459 9.558899879455566 -24.99410057067871 1.196 LogParabola 651.6510009765625 7.893887800369814e-12 2.238115072250366 8.634166298593371e-12 2.149746894836426 0.08522935956716537 fsrq LSP 2709.9248046875 1.356224775314331 0.2899669408798218 2.524795039704486e-09 7.68977104215196e-11
J0038.7-0204 9.689900398254395 -2.072200059890747 0.22043 PowerLaw 425.65570068359375 3.685110376572265e-12 2.839700937271118 4.199236010998808e-12 2.7862331867218018 0.1269046664237976 rdg "" 17.594738006591797 0.24282671511173248 0.14586997032165527 1.7722061318448112e-10 3.047887983664843e-11
J0039.0-0946 9.755599975585938 -9.78279972076416 2.1015 PowerLaw 454.97088623046875 3.176218619713178e-12 2.7207119464874268 3.5949368482057764e-12 2.6615898609161377 0.11354827135801315 fsrq LSP 22.938512802124023 0.3265056610107422 0.1353457123041153 2.1664504912255467e-10 3.10225248267848e-11
J0039.1-2219 9.778200149536133 -22.327600479125977 0.0615 PowerLaw 4109.49609375 1.5401134211803953e-14 1.7988300323486328 1.6056974882204013e-14 1.7724652290344238 0.021653423085808754 bll "" 6.908043384552002 0.0 10.0 2.388585718104963e-10 3.068557907770497e-11
J0040.4-2340 10.101200103759766 -23.670400619506836 0.213 PowerLaw 1752.8758544921875 5.748271867181409e-14 2.223118782043457 6.827225145899368e-14 2.077054500579834 0.15915681421756744 bll ISP 30.359228134155273 0.6976515650749207 0.25018510222435 1.6312345918478854e-10 2.766072960957988e-11
J0041.4+3800 10.36970043182373 38.009700775146484 0.38 PowerLaw 3811.127685546875 1.0580813704580763e-14 2.0333330631256104 9.18089185946748e-15 2.0729711055755615 -0.0659029483795166 fsrq HSP 13.32007122039795 0.41717973351478577 0.34641462564468384 1.5420434373858427e-10 3.034204137941643e-11
J0041.9-4702 10.48390007019043 -47.045799255371094 0.15 PowerLaw 5678.31494140625 2.8062830464498307e-15 1.7639744281768799 3.659231460049518e-15 1.5802520513534546 0.21194444596767426 bll ISP 8.522833824157715 0.0 10.0 7.628687265226475e-11 1.9497868597451173e-11
J0042.0+3640 10.50529956817627 36.672401428222656 0.47 PowerLaw 3219.927978515625 1.4625462096289933e-14 2.083097457885742 1.493693474572018e-14 2.072573184967041 0.013286042958498001 bll "" 7.513492107391357 0.0 10.0 1.5326916125157908e-10 2.9917752303321166e-11
J0042.2+2319 10.558099746704102 23.32710075378418 1.426 PowerLaw 1391.9029541015625 2.456464393875424e-13 2.2841105461120605 2.5732530255923036e-13 2.260284662246704 0.03641710802912712 fsrq LSP 17.115915298461914 0.23037435114383698 0.13352850079536438 4.061445069147851e-10 3.794855749084114e-11
J0043.5-0442 10.87660026550293 -4.700699806213379 0.48 PowerLaw 2827.86328125 2.8256646425906667e-14 2.069559097290039 2.7493815329873023e-14 2.0808863639831543 -0.013813100755214691 bll "" 15.726936340332031 0.22696751356124878 0.3002385199069977 2.255075987056543e-10 3.531095207898183e-11
J0043.7-1116 10.928299903869629 -11.28219985961914 0.264 PowerLaw 2835.686279296875 3.009804184312889e-14 1.9657776355743408 3.645587792148325e-14 1.7318702936172485 0.18282334506511688 bll HSP 16.252178192138672 0.3502723276615143 0.2202121615409851 2.390260211981854e-10 3.25831861491821e-11
J0043.8+3425 10.971699714660645 34.43159866333008 0.966 LogParabola 1355.870849609375 1.2915350212916454e-12 1.9439009428024292 1.397419614919404e-12 1.8468376398086548 0.0630868449807167 fsrq LSP 224.46926879882812 0.44412028789520264 0.09953184425830841 2.609435556522044e-09 8.384777594461212e-11
J0044.2-8424 11.071100234985352 -84.40160369873047 1.032 PowerLaw 853.1743774414062 4.397991302737547e-13 2.6243083477020264 4.3157803177561183e-13 2.6307835578918457 -0.009010780602693558 fsrq LSP 53.47093200683594 0.8080101609230042 0.21877652406692505 1.7847165412199217e-10 3.0829488267825056e-11
J0045.1-3706 11.293600082397461 -37.10649871826172 1.033 PowerLaw 548.9100952148438 2.550513619747896e-12 2.5730233192443848 2.653718174025488e-12 2.5521738529205322 0.031874820590019226 fsrq LSP 155.56011962890625 0.7487316727638245 0.17197135090827942 3.463429820715902e-10 3.249467708799081e-11
J0045.3+2128 11.339599609375 21.466800689697266 0.425 LogParabola 2143.493896484375 2.7948788574282124e-13 1.8121830224990845 3.0377051785449027e-13 1.668580412864685 0.07657238095998764 bll HSP 250.9393768310547 0.8666425943374634 0.19069556891918182 1.4108049173344739e-09 6.470435298666644e-11
J0045.7+1217 11.430899620056152 12.291999816894531 0.254 PowerLaw 2165.955322265625 1.8708868005160029e-13 1.9936575889587402 1.974366850565623e-13 1.9578219652175903 0.03332843258976936 bll "" 33.838130950927734 0.29892951250076294 0.09410123527050018 8.700885012480342e-10 5.260395244399696e-11
J0047.0+5657 11.753499984741211 56.96009826660156 0.747 LogParabola 1900.6810302734375 2.218071917543113e-13 2.140796422958374 2.4988222754006306e-13 2.01108980178833 0.11021503806114197 bll LSP 102.43012237548828 0.7081357836723328 0.16647492349147797 8.24405710364573e-10 5.7332916192365246e-11
J0047.9+3947 11.976300239562988 39.79750061035156 0.252 PowerLaw 2316.13037109375 1.3318469591072635e-13 1.9783400297164917 1.36197558222792e-13 1.9639564752578735 0.012904813513159752 bll "" 73.09991455078125 0.4849238395690918 0.12252718210220337 7.093154952286795e-10 4.372577647182574e-11
J0047.9+2233 11.998100280761719 22.563199996948242 1.161 PowerLaw 1589.3311767578125 1.5706144338659828e-13 2.449434280395508 1.62551680557739e-13 2.4624087810516357 0.026780162006616592 fsrq LSP 136.75381469726562 1.393249273300171 0.3180195391178131 3.3678171362794274e-10 4.172894321752274e-11
J0049.0+2252 12.251999855041504 22.87350082397461 0.26415 PowerLaw 2847.763671875 2.4085608860005894e-14 2.264444589614868 2.532212957926435e-14 2.251788854598999 0.03798779845237732 bll ISP 8.80793285369873 0.0 10.0 2.0318664806229236e-10 3.75485510739626e-11
J0049.1+4223 12.277199745178223 42.390098571777344 0.302 PowerLaw 4341.84423828125 7.780061148001793e-15 1.9227873086929321 9.82896439070827e-15 1.600620150566101 0.2156340479850769 bll "" 11.771766662597656 0.0 10.0 1.3990007763364787e-10 2.8662464762740925e-11
J0049.6-4500 12.418800354003906 -45.00859832763672 0.121 PowerLaw 734.8375244140625 4.437781522467765e-13 2.6087088584899902 4.906076087919653e-13 2.562199592590332 0.08608809858560562 fsrq LSP 13.440909385681152 0.24821510910987854 0.2828400433063507 1.234695540253128e-10 2.1865627364281437e-11
J0049.7+0237 12.437700271606445 2.6273000240325928 1.474 LogParabola 858.7425537109375 2.65216277758884e-12 2.136913299560547 2.9079137101734043e-12 2.021341562271118 0.08970467746257782 bll LSP 236.63926696777344 0.5019761323928833 0.11290225386619568 1.797163640127053e-09 7.284693681608445e-11
J0050.0-5736 12.519700050354004 -57.61640167236328 1.797 PowerLaw 821.7952270507812 1.953908172411256e-12 2.4415953159332275 1.9593055476663235e-12 2.4402267932891846 0.0023519154638051987 fsrq LSP 741.8052978515625 1.2299152612686157 0.2653796672821045 8.385752647832589e-10 4.251341986782897e-11
J0050.4-0452 12.612099647521973 -4.8805999755859375 0.92 LogParabola 742.352294921875 2.528493256784281e-12 2.3262927532196045 2.793985529048193e-12 2.2363970279693604 0.09421534091234207 fsrq LSP 224.74948120117188 0.7686616778373718 0.17082424461841583 1.0050158483210225e-09 5.870524205642269e-11
J0050.7-0929 12.675299644470215 -9.493599891662598 0.635 LogParabola 959.8713989257812 4.06610379047323e-12 2.0098109245300293 4.336042375846505e-12 1.9193609952926636 0.0579589307308197 BLL ISP 173.04103088378906 0.28952670097351074 0.06594594568014145 3.8891583287181675e-09 1.019616752140351e-10
J0051.1-0648 12.782400131225586 -6.809599876403809 1.975 LogParabola 677.0765380859375 2.782665807846141e-12 2.367257595062256 3.190914980161219e-12 2.249718427658081 0.12995927035808563 fsrq LSP 187.13470458984375 0.7435810565948486 0.16811485588550568 8.624596592454736e-10 5.6914528645535256e-11
J0051.5-4220 12.879300117492676 -42.34550094604492 1.749 LogParabola 311.58685302734375 1.2113541073e-11 2.762178421020508 1.4805280265650644e-11 2.5629444122314453 0.23598270118236542 fsrq LSP 109.69056701660156 0.6494442224502563 0.1533225178718567 2.3496554701907257e-10 3.178129981407096e-11
J0056.3-0935 14.087400436401367 -9.599699974060059 0.103 PowerLaw 2880.187744140625 9.976308651795177e-14 1.8706799745559692 1.0520400604277155e-13 1.8316142559051514 0.030877625569701195 bll ISP 42.581031799316406 0.357387900352478 0.10387957096099854 8.140469964779129e-10 5.102512856680619e-11
J0056.5-3936 14.14579963684082 -39.61090087890625 0.263 LogParabola 1920.26904296875 2.6579356865951385e-14 2.1222431659698486 4.557250708530844e-14 1.570705533027649 0.7098283171653748 bll LSP 14.479887008666992 0.33815082907676697 0.6381450891494751 1.2745748900755416e-10 2.8463719228821738e-11
J0056.8+1626 14.20199966430664 16.43600082397461 0.206 PowerLaw 1747.8609619140625 5.945058627245675e-14 2.264282464981079 6.220998244538603e-14 2.2273337841033936 0.03406098484992981 bll LSP 14.05920696258545 0.30899763107299805 0.37371569871902466 1.6605555819282358e-10 3.143792517978916e-11
J0057.7+3023 14.449799537658691 30.39699935913086 0.016485 PowerLaw 1103.1099853515625 2.996019502366637e-13 2.377946376800537 2.9487268746533624e-13 2.3839144706726074 -0.010729175992310047 rdg LSP 8.819928169250488 0.0 10.0 2.741849802756491e-10 3.45921936928395e-11
J0058.0-0539 14.5108003616333 -5.65500020980835 1.2456 PowerLaw 964.0963745117188 6.548271582092202e-13 2.4051995277404785 6.80048302826447e-13 2.3928284645080566 0.0267679151147604 fsrq LSP 70.91954803466797 0.5714701414108276 0.1472184807062149 4.2626263629941263e-10 4.217446183951701e-11
J0058.4+3315 14.610099792480469 33.2504997253418 1.369 PowerLaw 1426.4715576171875 1.1531387281681071e-13 2.3124163150787354 1.3382934896995907e-13 2.1672658920288086 0.13364560902118683 fsrq LSP 85.01940155029297 1.3511356115341187 0.3255999982357025 1.9935809947302374e-10 3.0352158286728326e-11
J0059.2+0006 14.807299613952637 0.11659999936819077 0.719017 PowerLaw 1282.5819091796875 1.2602343214124234e-13 2.462402105331421 1.2257402937695255e-13 2.4807181358337402 -0.024520810693502426 fsrq LSP 16.097570419311523 0.3504757285118103 0.2825690507888794 1.589220977038508e-10 3.00219710203109e-11
J0059.3-0152 14.836099624633789 -1.872499942779541 0.144 PowerLaw 5661.28662109375 8.889695484728607e-15 1.7664345502853394 1.031392717542809e-14 1.6419379711151123 0.09387649595737457 bll HSP 11.45881175994873 0.0 10.0 2.4071888926613383e-10 3.5769630313264855e-11
J0059.5-3338 14.886899948120117 -33.64070129394531 0.874 PowerLaw 434.298583984375 1.565521475475895e-12 2.850327968597412 1.6107243577118124e-12 2.850975275039673 0.0198596753180027 fsrq LSP 17.723356246948242 0.4923448860645294 0.2634899914264679 7.855428807435061e-11 2.2004309832568403e-11
J0101.0-0059 15.262900352478027 -0.9904000163078308 0.67 PowerLaw 1271.4970703125 1.3802691899589964e-13 2.490636110305786 1.3552505472025356e-13 2.5019326210021973 -0.016853515058755875 bll ISP 15.194450378417969 0.26296842098236084 0.33952194452285767 1.6831547267059932e-10 2.994030023906191e-11
