Source_Name,sigma²_NXS(month),err_sigma²_NXS(month),a*sigma²_NXS(month),sigma²_NXS(3 day),err_sigma²_NXS(3 day)
J0433.6-6030,0.2786232803057496,0.031674348880874566,1.0206179107727151,,
J0433.6+2905,1.12408926655211,0.06479642822424778,4.117623041016122,,
J0433.7-5725,,,,,
J0434.1-2014,,,,,
J0434.3-2517,,,,,
J0434.4-2342,,,,,
J0434.7+0922,,,,,
J0435.4-2623,,,,,
J0436.2-0038,,,,,
J0436.7-7148,,,,,
J0436.8-5223,,,,,
J0437.2-5846,,,,,
J0437.4-6155,,,,,
J0438.4-1254,,,,,
J0438.7-3441,,,,,
J0438.9-4521,,,,,
J0439.2+2151,,,,,
J0439.4-3202,,,,,
J0439.8-1859,,,,,
J0440.2-2458,,,,,
J0440.2+4246,,,,,
J0440.3-4332,,,,,
J0440.4+1440,,,,,
J0440.8+2749,,,,,
J0441.2-2953,,,,,
J0441.3-2617,,,,,
J0441.5+1505,,,,,
J0442.6-0017,1.1714198064443906,0.03156809412527472,4.290998347945229,0.7989114342730216,0.026763330301487434
J0442.7+6142,,,,,
J0443.3-6652,,,,,
J0443.4-4152,,,,,
J0444.5+0719,,,,,
J0444.6+3425,,,,,
J0445.1-6012,,,,,
J0446.3-1729,,,,,
J0447.2-2539,,,,,
J0447.4-2747,,,,,
J0448.6-1632,,,,,
J0449.1+1121,0.3675516685869323,0.023319129261788803,1.3463692469723574,0.13957268760277847,0.019519369103804793
J0449.2+6329,0.34401906325015713,0.04611791226578913,1.2601675538923602,,
J0449.4-4350,0.2744825144270543,0.01179848685304924,1.0054499757190636,0.154988733157796,0.01101534214983128
J0449.6-8100,,,,,
J0449.6+3027,,,,,
J0450.3-4419,,,,,
J0450.4+7230,,,,,
J0450.7-4938,,,,,
J0451.8-4651,,,,,
J0451.8+5721,,,,,
J0452.0+2100,,,,,
J0453.1-2806,0.2505724357599171,0.018121022716577288,0.9178655696030853,0.10033143799088669,0.01699923389354198
J0453.1+6322,,,,,
J0453.9+3727,,,,,
J0455.7-4617,0.10096789813827038,0.024160234534121163,0.3698529611018556,,
J0456.2+2702,,,,,
J0456.3-1634,,,,,
J0456.4-4043,,,,,
J0456.6-3136,,,,,
J0457.0+0646,,,,,
J0457.0-2324,0.38366896391785404,0.006312581149868758,1.4054081049956393,0.35985017008660364,0.0064837762357701475
J0458.0+1152,,,,,
J0458.6+5509,,,,,
J0459.2-2612,,,,,
J0459.4+1921,,,,,
J0459.7-4529,,,,,
J0500.1+5447,,,,,
J0500.2+5237,,,,,
J0500.6-4911,,,,,
J0501.0+2424,,,,,
J0501.0-2423,,,,,
J0501.2-0158,0.6633358409699761,0.017674564795765988,2.429848788688848,0.4035394494667255,0.014335715418885397
J0501.7+3048,,,,,
J0502.4+0609,,,,,
J0502.5+1340,,,,,
J0502.5+3438,,,,,
J0502.9+6533,,,,,
J0503.1-6045,,,,,
J0503.5-1116,,,,,
J0503.6+4518,,,,,
J0504.3-0955,,,,,
J0505.3+0459,1.9135019987137163,0.03855269286748311,7.009300909972478,1.1887288836174674,0.029256431303921422
J0505.6+0415,,,,,
J0505.6-1558,,,,,
J0505.6+6405,,,,,
J0505.8+3322,,,,,
J0505.8-0419,,,,,
J0505.8-3817,,,,,
J0506.0+6113,,,,,
J0506.0-0357,,,,,
J0506.7-0857,,,,,
J0506.9+0323,,,,,
J0506.9-5435,,,,,
J0507.4-3346,,,,,
J0507.7-6104,0.11472020513921379,0.0367647759617754,0.42022869002230145,,
J0507.9+4647,,,,,
J0507.9+6737,,,,,
J0508.2-1937,,,,,
J0508.2+5211,,,,,
J0509.1+1943,,,,,
J0509.2+5550,,,,,
J0509.3-2917,,,,,
J0509.4+1012,,,,,
J0509.4+0542,0.45421621089914643,0.018370288505848088,1.6638279461008105,0.25898038486187225,0.016547111014755502
J0509.6+8425,,,,,
J0509.6-0402,,,,,
J0509.9-6417,,,,,
J0510.0+1800,3.762518199474032,0.08158815562039083,13.782385519894623,,
J0510.4-1809,,,,,
J0511.4-6804,,,,,
J0512.8+4041,,,,,
J0513.9-3746,,,,,
J0514.5+6247,,,,,
J0515.5-0125,,,,,
J0515.6-4556,1.1494886046546393,0.03235406738544069,4.210662715808431,,
J0515.8+1527,,,,,
J0515.9+0537,,,,,
J0516.1-7240,,,,,
J0516.4+7350,,,,,
J0516.7+2743,,,,,
J0516.7-6207,0.17804344335712158,0.021874465153334684,0.6521864468271277,-0.016419781946126106,0.019112178740485482
J0516.8-0509,,,,,
J0517.5+0858,,,,,
J0517.7-1758,,,,,
J0517.9-6930,,,,,
J0519.0+0851,,,,,
J0519.6+2744,,,,,
J0519.6-4544,,,,,
J0520.4+3607,,,,,
J0520.6+6531,,,,,
J0521.2+1637,,,,,
J0521.3-1734,,,,,
J0521.6+0103,,,,,
J0521.7+2112,0.3288988565956746,0.014940948981709995,1.2047811062516056,0.12257594363652549,0.011862369795918142
J0521.8+5658,,,,,
J0521.8-3848,,,,,
J0522.9-3628,0.402921644472928,0.01328692988625016,1.4759321135541896,0.3808147910906134,0.014345784451338817
J0524.1-5659,,,,,
J0524.5+2839,,,,,
J0524.5-2614,,,,,
J0524.6-2819,,,,,
J0525.4-4600,,,,,
J0525.6-2008,,,,,
J0525.6-6013,,,,,
J0525.8-0052,,,,,
J0526.1+6318,,,,,
J0526.2-4830,0.7521932588849342,0.02609830337109366,2.7553401551299563,0.1897027884629832,0.014820352100014944
J0526.3+2246,,,,,
J0526.7-1519,,,,,
J0527.3-6223,,,,,
J0528.7-5920,,,,,
J0529.1-0101,,,,,
J0529.1+0935,,,,,
J0529.3-7243,,,,,
J0529.4-0521,,,,,
J0530.9+1332,0.24312619155325466,0.03146350418935881,0.8905894202555951,,
J0532.0-4827,1.8664475646277037,0.052425159259240406,6.836936999258491,,
J0532.6+0732,0.5082451721139182,0.021584551756082003,1.8617400712316639,0.23719230585305415,0.01739087964438705
J0532.7+5749,,,,,
J0532.8-3941,,,,,
J0532.9-8325,,,,,
J0532.9+6936,,,,,
J0533.0-8446,,,,,
J0533.1-6119,,,,,
J0533.3-5549,,,,,
J0533.3+4823,0.1341662158210205,0.01641768719266354,0.49146088129199816,-0.03327575061648672,0.008290862910231156
J0533.8-3749,,,,,
J0535.7-6604,,,,,
J0536.0-2754,,,,,
J0536.2+1733,,,,,
J0536.4-3401,0.4878377109324321,0.036160916880980276,1.7869860148858785,,
J0536.4-3343,,,,,
J0536.5-2548,,,,,
J0537.7-5717,,,,,
J0538.2-3910,,,,,
J0538.6+0443,,,,,
J0538.8-4405,0.6749497537405004,0.00950345741001164,2.472391419637495,0.4871773543467188,0.008377346834680758
J0539.0+1644,,,,,
J0539.6+1432,,,,,
J0539.7-1030,,,,,
J0539.7-0521,,,,,
J0539.9-2839,0.8252373082798778,0.030208179842209224,3.0229059701833085,0.4670969883191247,0.023650372329616805
J0540.0+1209,,,,,
J0540.5+5823,,,,,
J0540.8-5415,,,,,
J0541.1-4854,,,,,
J0541.4-7334,,,,,
J0541.6-0541,,,,,
J0542.4+3547,,,,,
J0542.8-3458,,,,,
J0542.9-0913,,,,,
J0543.2+8238,,,,,
J0543.9-5531,0.3476530695956458,0.03333476618307945,1.273479190881191,,
J0545.0+0613,,,,,
J0546.9-2206,,,,,
J0548.5-5218,,,,,
J0549.0+3258,,,,,
J0550.3-5733,,,,,
J0550.5-3216,,,,,
J0550.9+2552,,,,,
J0551.0-1622,,,,,
J0551.8-3517,,,,,
J0552.4+3755,,,,,
J0552.8+0313,,,,,
J0553.5-2034,,,,,
J0554.3-1009,,,,,
J0554.4-2757,,,,,
J0555.1+0304,,,,,
J0555.6+3947,0.16183701775042306,0.02940270689794388,0.5928210979386531,,
J0556.2-4352,,,,,
J0557.2+7705,,,,,
J0557.3-0615,,,,,
J0557.6-0721,,,,,
J0558.0-3837,,,,,
J0558.1-2859,,,,,
J0558.8-7459,,,,,
J0559.6+3044,,,,,
J0559.7-1817,,,,,
J0559.9+6409,,,,,
J0600.3+1244,,,,,
J0600.6-3939,,,,,
J0601.0+3838,,,,,
J0601.1-7035,0.3200412623522796,0.02618785452451691,1.1723350761810176,,
J0601.3-7238,,,,,
J0601.3+5444,,,,,
J0601.4+2320,,,,,
J0601.8-2003,,,,,
J0602.0+5315,,,,,
J0602.7-0007,,,,,
J0602.8-4019,,,,,
J0602.8+6041,,,,,
J0603.0-2936,,,,,
J0603.9+2159,,,,,
J0604.1-4816,,,,,
J0604.5-4851,,,,,
J0604.8+4411,,,,,
J0604.9-0000,,,,,
J0606.5-4730,,,,,
J0606.9+4402,,,,,
J0607.2-2518,,,,,
J0607.4+4739,0.13166512137291048,0.020160392930106037,0.4822991853006434,-0.023013604809245133,0.018882901789216963
J0608.0+6721,,,,,
J0608.0-0835,0.23511475225938283,0.036532007662414274,0.861242919039253,,
J0608.1-6028,,,,,
J0608.1-1521,0.2975089267924402,0.04011617860303233,1.089797446092544,,
J0608.9-5456,,,,,
J0609.0-2219,,,,,
J0609.2-0247,,,,,
J0609.5+1402,,,,,
J0610.1-1848,,,,,
J0610.7+1656,,,,,
J0610.9-6054,,,,,
J0611.1+4325,,,,,
J0611.6-2712,0.10424715146403539,0.02820342639511247,0.3818651112515633,,
J0611.6+2803,,,,,
J0612.5-3138,,,,,
J0612.5-3934,,,,,
J0612.8+4122,0.06873077408611916,0.01288795829816122,0.25176596505715193,-0.07906351788826677,0.009571946758612589
J0613.6+7108,,,,,
J0614.8+6136,,,,,
J0614.9+2426,,,,,
J0615.3-3117,,,,,
J0616.1-1732,,,,,
J0616.7-1049,,,,,
J0616.9+4340,,,,,
J0617.2+5701,,,,,
J0617.7-1715,,,,,
J0618.1-2428,,,,,
J0618.9-1138,,,,,
J0620.0+5733,,,,,
J0620.3+3804,,,,,
J0620.5-2512,,,,,
J0620.7+2643,,,,,
J0621.2-4648,,,,,
J0621.2-2213,,,,,
J0621.7-3411,,,,,
J0621.8+1746,,,,,
J0622.3-2605,0.1344543673601264,0.028321872034454427,0.49251640192726404,,
J0622.4-6433,,,,,
J0622.7-4141,,,,,
J0622.9+3326,,,,,
J0623.0-3010,,,,,
J0623.2+3044,,,,,
J0623.7-3348,,,,,
J0623.9-5259,,,,,
J0624.1-6330,,,,,
J0624.2-2943,,,,,
J0625.3+4439,,,,,
J0625.8-5441,,,,,
J0626.4-4259,,,,,
J0626.4-1712,,,,,
J0626.8-2603,,,,,
J0627.0+2623,,,,,
J0627.0-3529,,,,,
J0628.6-6711,,,,,
J0628.6+6900,,,,,
J0628.8-6250,,,,,
J0629.3-1959,0.4247796018749388,0.04696648310108662,1.555999446021594,,
J0629.6+2435,,,,,
J0630.2+3228,,,,,
J0630.9-2406,0.04319638155133946,0.010502494358517238,0.15823157578035077,-0.14741046317071693,0.0041281506351881405
J0631.1+2020,,,,,
J0632.0-1032,,,,,
J0633.4-2222,,,,,
J0634.9-2335,0.5680770620912103,0.047171911106389346,2.080908758353559,,
J0635.6-7518,0.3269640560351123,0.0414283248118589,1.1976937871169087,,
J0636.7+7139,,,,,
J0637.4-3537,,,,,
J0638.2+6020,,,,,
J0638.6+7320,,,,,
J0638.7+2753,,,,,
J0638.7+5658,,,,,
J0639.6+3503,,,,,
J0640.0-1253,,,,,
J0640.7-1924,,,,,
J0640.8+2432,,,,,
J0641.7-0320,,,,,
J0643.2-5356,,,,,
J0643.3+0857,0.40420316763264974,0.031331401869288004,1.4806264287185462,,
J0643.4-3314,,,,,
J0644.4-6712,0.4993326695428944,0.04406674889165499,1.829092907851013,,
J0644.6+6039,,,,,
J0644.6-2853,,,,,
J0646.7-3913,,,,,
J0647.0-5138,,,,,
J0647.7-4418,,,,,
J0647.7-6058,,,,,
J0647.8+4527,,,,,
J0648.0-3045,0.2128288952013917,0.02869647615133565,0.7796081581343262,,
J0648.1+1605,,,,,
J0648.2+1745,,,,,
J0648.4-1743,1.0572422976919464,0.024830693950138902,3.8727575953696514,,
J0648.4-6941,,,,,
J0648.7+1516,,,,,
J0649.3+2230,,,,,
J0649.5-3139,,,,,
J0650.2-1636,,,,,
J0650.5-2851,,,,,
J0650.7+2503,0.22474701929398075,0.022084741822626167,0.8232651379041432,-0.02151779866779373,0.016493760276957863
J0651.0+4013,,,,,
J0651.4+6525,,,,,
J0651.5+7956,,,,,
J0652.1-4813,,,,,
J0652.5+1932,,,,,
J0653.6+1636,,,,,
J0653.7+2815,,,,,
J0654.0-4152,,,,,
J0654.3+0923,,,,,
J0654.3+5042,0.23943447051810382,0.04084354763762104,0.8770663700427174,,
J0654.4+4514,1.2978155889052967,0.06705929572609576,4.753995550778286,,
J0654.6-4952,,,,,
J0654.7+4246,,,,,
J0655.4-2631,,,,,
J0656.0+2420,,,,,
J0656.3-0322,0.11155282375339977,0.025098812526846558,0.4086263351542428,,
J0656.3+4235,,,,,
J0656.3-2404,,,,,
J0658.1-5840,,,,,
J0658.2+2709,,,,,
J0658.6+0636,,,,,
J0659.6-2742,,,,,
J0659.6-6742,,,,,
J0659.9+1709,,,,,
J0700.1-6311,,,,,
J0700.2+1304,,,,,
J0700.5-6610,0.1980587112384074,0.01751147237583378,0.7255038697866786,-0.07943216102554698,0.007360758495105301
J0701.5+2511,,,,,
J0701.5-4634,0.37487274093089196,0.02915212019833128,1.3731868824266116,,
J0702.7-1951,0.18447023053810827,0.035861698903103235,0.675728248856167,,
J0703.2+6809,,,,,
J0703.2-3914,,,,,
J0703.3-1042,,,,,
J0703.3-0050,0.2239347854815328,0.06110924257484664,0.8202898647115734,,
J0704.7+4508,,,,,
J0704.8+4907,,,,,
J0705.7-4848,,,,,
J0705.9+5309,,,,,
J0706.1+0246,,,,,
J0706.5+3744,,,,,
J0706.8+7742,0.36492823786177114,0.05982458132922043,1.3367594240500493,,
J0706.9+6109,,,,,
J0708.9+4839,,,,,
J0709.0+4304,,,,,
J0709.1+2241,0.15124058793343423,0.04120784405710917,0.5540055831345886,,
J0709.2-1527,,,,,
J0709.3+0540,,,,,
J0709.7-0255,0.2023796047065852,0.035577809113934857,0.7413316256702637,,
J0710.4+5908,,,,,
J0710.8-3851,0.2415441154603167,0.06355336998966915,0.8847941572219896,,
J0710.9+4733,,,,,
J0712.4+5724,,,,,
J0712.5+3311,,,,,
J0712.7+5033,,,,,
J0713.0+5738,,,,,
J0713.5+2537,,,,,
J0713.8+1935,0.4109294316760717,0.034393289543310154,1.505265236889097,,
J0714.4+1110,,,,,
J0715.3-6828,,,,,
J0715.6-4528,,,,,
J0717.7-5519,,,,,
J0718.0+4536,,,,,
J0718.6-4319,,,,,
J0719.1-7055,,,,,
J0719.3+3307,0.8121069777084021,0.028391842089736004,2.9748085874344263,0.3762006645437943,0.02111879339709368
J0719.7-4012,,,,,
J0720.0-3507,,,,,
J0720.0-6237,,,,,
J0721.3-0222,,,,,
J0721.3+0405,0.10332853842452822,0.027157542841848115,0.3785001629954034,,
J0721.9+7120,0.34093712008876786,0.0085709606182017,1.248878165629306,0.4336582140757044,0.006753309408158945
J0722.7+3606,,,,,
J0723.0-0732,,,,,
J0723.4+5841,,,,,
J0723.5+2900,,,,,
J0723.7+2050,,,,,
J0725.2+1425,1.9212067698814295,0.046434492609895,7.0375240629105384,0.9703747306890194,0.03372841037919675
J0725.5+0216,,,,,
J0725.5-0504,,,,,
J0725.6-3530,,,,,
J0725.8-0054,,,,,
J0726.1+8114,,,,,
J0726.4-4727,0.12372634327083591,0.026986833251532456,0.4532188474633449,,
J0727.1+3734,,,,,
J0727.4+5325,,,,,
J0728.0-4740,,,,,
J0728.0+6735,,,,,
J0728.2+4827,,,,,
J0728.5+6128,,,,,
J0729.1-3131,,,,,
J0729.1+5703,,,,,
J0730.1+6852,,,,,
J0730.3-1141,0.5296103909930033,0.013412390121673666,1.9400024656433763,0.2293603602434671,0.009715602764768135
J0730.4+3308,,,,,
J0730.5-0535,,,,,
J0730.7-6602,,,,,
J0731.2-1403,,,,,
J0731.8-3009,,,,,
J0731.9+2805,,,,,
J0732.7-4638,,,,,
J0733.0+4915,,,,,
J0733.1+5910,,,,,
J0733.4+5152,,,,,
J0733.5+3517,,,,,
J0733.5-5445,,,,,
J0733.6+3649,,,,,
J0733.7+0205,,,,,
J0733.7+4110,,,,,
J0733.8+0455,,,,,
J0734.0+5021,0.32511798081791254,0.04222415449432269,1.190931475549691,,
J0734.4-7711,,,,,
J0737.3-8247,,,,,
J0738.1+1742,0.6984361429990921,0.026212669145981676,2.5584238197671403,0.35976188550366384,0.02071812483636089
J0738.4+1539,,,,,
J0738.9-6736,,,,,
J0739.2+0137,0.8393392884084125,0.017706337092186362,3.0745625779181305,0.6582885941590573,0.0162009462916933
J0739.7+1743,,,,,
J0739.8-6722,,,,,
J0740.0-0753,,,,,
J0740.4+7300,,,,,
J0740.9+3203,,,,,
J0741.0+3226,,,,,
J0741.2-5140,,,,,
J0741.4-4709,,,,,
J0742.1+4902,,,,,
J0742.6+5443,1.039596820493121,0.037472642635270156,3.8081208928891903,,
J0742.9-5242,,,,,
J0743.0-5622,,,,,
J0743.1+1713,,,,,
J0743.3-4912,,,,,
J0743.6-3805,,,,,
J0744.1-6211,,,,,
J0744.1+7434,,,,,
J0744.2-6918,,,,,
J0745.4-2447,,,,,
J0746.0-0039,,,,,
J0746.3-0225,,,,,
J0746.4+2546,,,,,
J0746.5+2730,,,,,
J0746.5-0710,,,,,
J0746.6-4754,0.45940570667780845,0.03884865506547512,1.6828374572004203,,
J0747.2+4529,,,,,
J0747.3-3310,0.14855238071653581,0.03058148027084075,0.544158479079162,,
J0747.5+0905,,,,,
J0747.5-4927,,,,,
J0747.6+7209,,,,,
J0748.0-1638,,,,,
J0748.3+8511,,,,,
J0748.3+4928,,,,,
J0748.6+2400,0.6563586224368948,0.0747202713378943,2.404290715456691,,
J0749.0-3904,,,,,
J0749.0-2956,,,,,
J0749.2+2314,,,,,
J0749.3+4453,,,,,
J0749.4+1058,,,,,
J0749.5+1026,,,,,
J0749.6+1324,,,,,
J0749.7+7450,,,,,
J0749.9+1823,,,,,
J0750.0+8238,,,,,
J0750.8+1229,0.20504528401827893,0.03182563030799217,0.751096208324324,,
J0751.0+7908,,,,,
J0751.0-5131,0.3298117789359848,0.042131417537642546,1.2081252090510655,,
J0751.4-0421,,,,,
J0751.4+2655,,,,,
J0751.9+3314,,,,,
J0752.3-1631,,,,,
J0753.0+5353,,,,,
J0753.9+0923,,,,,
J0754.0+0451,,,,,
J0754.4-1148,,,,,
J0754.7+4823,,,,,
J0756.3-6431,,,,,
J0756.6-7723,,,,,
J0757.1-3729,,,,,
J0757.1+0956,,,,,
J0758.1+1134,,,,,
J0758.7+3746,,,,,
J0758.9+2703,,,,,
J0759.6+1321,,,,,
J0800.3+5611,,,,,
J0800.4-2257,,,,,
J0800.9+4401,,,,,
J0801.1+1335,,,,,
J0801.1+6444,,,,,
J0801.3+6631,,,,,
J0802.0+1006,,,,,
J0802.3-0942,,,,,
J0803.0+2439,,,,,
J0803.2-0337,,,,,
J0803.5+2046,,,,,
J0804.0-3629,,,,,
J0804.5+0414,,,,,
J0804.9-0624,,,,,
J0805.0+6746,,,,,
J0805.1+7744,,,,,
J0805.2-0110,,,,,
J0805.4+6147,,,,,
J0805.4+7534,,,,,
J0805.8-2331,,,,,
J0805.9+3834,,,,,
J0806.1-0458,,,,,
J0806.5+4503,,,,,
J0806.5+5930,,,,,
J0806.9-2151,,,,,
J0807.0-6102,,,,,
J0807.1-0541,0.11386540115429092,0.03404851374870332,0.4170974791046251,,
J0807.2-7630,,,,,
J0807.3-1954,,,,,
J0807.7-1206,,,,,
J0808.2-0751,0.9379057561653116,0.018373269650608034,3.4356189199578178,0.5422121620929865,0.014696868641415931
J0808.5+4950,,,,,
J0809.3+4053,,,,,
J0809.3+3121,,,,,
J0809.5+5341,0.2519135203905123,0.03234356281406616,0.9227780628891648,,
J0809.6+3455,,,,,
J0809.8+5218,0.2919523681293903,0.020974884393454303,1.0694433561990335,0.00613407638721739,0.014560769701215713
J0809.9-7028,,,,,
J0810.9-4926,,,,,
J0811.0-7529,,,,,
J0811.4+0146,0.22159958850843808,0.01900886020663258,0.8117358635767532,-0.055593923921242794,0.009746053134085693
J0811.9+7847,,,,,
J0812.0+0237,,,,,
J0812.3+1143,,,,,
J0812.5+0711,,,,,
J0812.6+2821,,,,,
J0812.8+6507,,,,,
J0812.9+5555,,,,,
J0813.7-0356,,,,,
J0814.2-1013,,,,,
J0814.4+6926,,,,,
J0814.4+2941,,,,,
J0814.5-2642,,,,,
J0814.6+6430,0.1882889000490674,0.025472646420655328,0.6897163208289387,,
J0815.6+3641,,,,,
J0815.9+2951,,,,,
J0816.1+4909,,,,,
J0816.3+5739,,,,,
J0816.4-1311,,,,,
J0816.4-0007,,,,,
J0816.7-2420,,,,,
J0816.9+2050,,,,,
J0817.1+1955,,,,,
J0817.8+3243,,,,,
J0817.8-0934,,,,,
J0818.2+4222,0.09983271613205474,0.008764058519285809,0.36569470452595426,-0.04322503857096593,0.0058262930740394575
J0818.4+2816,,,,,
J0818.7+3153,,,,,
J0818.8+3229,,,,,
J0819.0+2746,,,,,
J0819.4-0756,,,,,
J0819.4+4035,,,,,
J0820.1-2801,,,,,
J0820.3+3639,,,,,
J0820.7-5758,,,,,
J0820.9+2353,,,,,
J0820.9-1258,,,,,
J0821.1+1007,,,,,
J0822.4-2630,,,,,
J0822.9+0538,,,,,
J0823.1-6330,,,,,
J0823.1+4042,,,,,
J0823.3+2224,,,,,
J0823.7-4838,,,,,
J0824.4+2440,,,,,
J0824.7-1035,,,,,
J0824.7+5552,0.18884302687433802,0.03782220515622804,0.6917461288266417,,
J0824.9+3915,,,,,
J0825.8+0309,,,,,
J0825.9-3218,,,,,
J0825.9-2230,0.16183891126968533,0.013401650923392705,0.5928280340413052,-0.007044392196007772,0.011047501608199367
J0826.4-6404,,,,,
J0827.0-0708,,,,,
J0827.6-3735,,,,,
J0827.8+5221,,,,,
J0828.0+2307,,,,,
J0828.3+4152,,,,,
J0828.6-0747,,,,,
J0828.7-2422,,,,,
J0829.0+1755,,,,,
J0829.4+0857,,,,,
J0829.4+4019,,,,,
J0829.6-1140,,,,,
J0829.7+5105,,,,,
J0829.7-5856,,,,,
J0830.0+5231,,,,,
J0830.1-0946,,,,,
J0830.8+2410,1.596042398903905,0.06082581920641934,5.8464226567372055,,
J0831.4+2631,,,,,
J0831.5+1747,,,,,
J0831.8+0429,0.36913764079820727,0.02310677849853341,1.3521787817787772,0.18976597804198014,0.02012605903932987
J0832.2+2753,,,,,
J0832.4+4912,,,,,
J0833.0+3300,,,,,
J0833.4-0458,,,,,
J0833.9+4223,,,,,
J0834.6+4402,,,,,
J0835.0+6243,,,,,
J0835.2-2243,,,,,
J0835.7+0936,,,,,
J0835.8+1517,,,,,
J0835.9-2120,,,,,
J0836.0-8015,,,,,
J0836.2+2141,,,,,
J0836.5-2026,,,,,
J0836.9+5833,,,,,
J0837.3+1458,,,,,
J0837.4+2454,,,,,
J0839.4+1803,,,,,
J0839.7+3540,,,,,
J0839.8+0105,1.0301789347725345,0.05332212096584338,3.7736224732399304,,
J0840.8+1317,,,,,
J0840.9-7044,,,,,
J0841.0-2744,,,,,
J0841.3-3554,,,,,
J0841.3+7053,1.7736998285300576,0.028715441984591236,6.497195106402291,1.6828452002251486,0.027031429977479985
J0842.3-6053,,,,,
J0842.5+0251,,,,,
J0842.7+6656,,,,,
J0843.0-0853,,,,,
J0843.1+5034,,,,,
J0844.2+5312,,,,,
J0844.9-5458,,,,,
J0845.4+0442,,,,,
J0845.7-5556,,,,,
J0846.5-2609,,,,,
J0846.9+4608,,,,,
J0847.0-2336,,,,,
J0847.2+1134,,,,,
J0847.9-0702,,,,,
J0848.0-0524,,,,,
J0848.7+0508,,,,,
J0848.7-6942,,,,,
J0848.7+7017,,,,,
J0848.9+0205,,,,,
J0849.1+6607,,,,,
J0849.4-2911,,,,,
J0849.5+0456,,,,,
J0849.8-3541,0.16585846782615563,0.04638252231652324,0.6075519702838031,,
J0850.0+4855,0.2974861819344732,0.029095825252776385,1.089714129976986,,
J0850.0+5108,0.7458661867202637,0.043922933650052655,2.7321636166622163,,
J0850.1-1212,0.7971192582766251,0.04371988411841263,2.9199074503976292,,
J0850.5+3455,,,,,
J0851.5+5528,,,,,
J0851.9-5229,,,,,
J0851.9+4845,,,,,
J0852.2+2834,,,,,
J0852.5-5755,0.6857498516516639,0.03681132402168059,2.511952985900503,,
J0852.9-3824,,,,,
J0853.1-3657,,,,,
J0854.0+2753,,,,,
J0854.3+4408,,,,,
J0854.8+2006,0.7171890055568148,0.02288628278192496,2.627116957625786,0.45133216613137034,0.019825246544152002
J0855.4-0714,,,,,
J0855.9+7144,,,,,
J0856.4-5309,,,,,
J0856.6-1105,,,,,
J0856.8+2056,,,,,
J0856.8+8559,,,,,
J0857.7+0137,,,,,
J0857.9-1949,,,,,
J0858.0-3130,,,,,
J0858.1+1405,,,,,
J0859.2+0047,,,,,
J0859.4+6218,,,,,
J0859.4+8345,,,,,
J0900.6-7408,,,,,
J0900.7-1243,,,,,
J0901.2+6742,,,,,
J0901.4+4542,,,,,
J0901.5+6711,,,,,
J0902.4+6440,,,,,
J0902.4+2051,,,,,
J0902.5-4801,,,,,
J0903.1+4652,,,,,
J0903.5+2847,,,,,
J0904.0+2724,,,,,
J0904.5-3513,,,,,
J0904.6+4238,,,,,
J0904.9-5734,2.6447269097894326,0.022351285564437728,9.687832439097043,2.1724425844220985,0.01903758441746118
J0905.6+1358,,,,,
J0906.2-1707,,,,,
J0906.3-0905,,,,,
J0906.7+4950,,,,,
J0907.1+0856,,,,,
J0908.9+2311,,,,,
J0909.1+6647,,,,,
J0909.1+0121,0.5469451041936767,0.02940072912699325,2.0035008163601606,,
J0909.6+0159,,,,,
J0909.7-0230,0.37244363161003347,0.02969048361348754,1.3642888733393144,0.19243616433475835,0.027849027738033744
J0909.7+3104,,,,,
J0910.0+4257,,,,,
J0910.6+3329,,,,,
J0910.6+2247,,,,,
J0910.8+3859,,,,,
J0911.0-5047,,,,,
J0911.7+3349,,,,,
J0912.2+4127,0.38378424299059755,0.045479086796602494,1.4058303808594874,,
J0912.2-2751,,,,,
J0912.2+2800,,,,,
J0912.5+1556,,,,,
J0912.9-2102,,,,,
J0913.3+8133,,,,,
J0914.1-0202,,,,,
J0914.4+0249,,,,,
J0914.8+5846,,,,,
J0915.4-3027,,,,,
J0915.9+2933,,,,,
J0916.7+3856,,,,,
J0916.7+5238,,,,,
J0917.1-2131,,,,,
J0917.3-0342,,,,,
J0918.9-0625,,,,,
J0919.3-2202,,,,,
J0920.2-3835,,,,,
J0920.3-0443,,,,,
J0920.9+4441,1.4211107173319533,0.04321011998671511,5.20563482602183,0.46294889007051465,0.024611960152143463
J0920.9-2256,,,,,
J0921.2-8211,,,,,
J0921.6+6216,1.0514249949134309,0.027283608313323084,3.8514483802831534,0.6762268440733679,0.02358924935043252
J0921.7+2336,,,,,
J0922.4-0528,,,,,
J0922.6+4454,,,,,
J0922.6+0434,,,,,
J0922.6-2116,,,,,
J0922.7-3959,0.5458449214108573,0.039033767476104084,1.9994707645567469,,
J0923.5+3852,,,,,
J0923.5+4125,0.08929098386001628,0.028684447109475427,0.32707955091923974,,
J0924.0+2816,,,,,
J0924.0+0534,,,,,
J0925.7+5959,,,,,
J0925.7+3126,,,,,
J0926.4+5412,,,,,
J0927.2+2454,,,,,
J0928.1-2035,,,,,
J0928.2-3048,,,,,
J0928.3+7444,,,,,
J0928.4-0415,,,,,
J0928.5+4048,,,,,
J0928.7-3529,,,,,
J0929.3+5014,,,,,
J0929.3-2414,,,,,
J0929.6+4621,,,,,
J0930.3+8612,0.15142453988237134,0.027610555870868907,0.554679412879184,,
J0930.5+4951,,,,,
