Source_Name RAJ2000 DEJ2000 Redshift SpectrumType Pivot_Energy PL_Flux_Density PL_Index LP_Flux_Density LP_Index LP_beta CLASS SED_class
J0006.4-5621 1.6102999448776245 -56.36349868774414 0.2912 PowerLaw 994.7024536132812 1.3465006290947629e-13 2.48356556892395 1.6371727920832385e-13 2.4229586124420166 0.1763264238834381 bll LSP
J0008.4-2339 2.1110000610351562 -23.651399612426758 0.147 LogParabola 4584.3369140625 9.985922983966281e-15 1.7175812721252441 1.299832789824042e-14 1.4628757238388062 0.19936692714691162 bll ""
J0009.1+0628 2.297300100326538 6.482800006866455 1.562629 PowerLaw 1643.1922607421875 2.0571344378373518e-13 2.149775743484497 2.2124522266325775e-13 2.1215102672576904 0.047164175659418106 bll LSP
J0009.7-3217 2.4442999362945557 -32.29759979248047 0.02542 PowerLaw 1571.5107421875 9.116198871087985e-14 2.2399141788482666 9.905317804046257e-14 2.2020461559295654 0.05805715173482895 rdg ISP
J0009.8-4317 2.4532999992370605 -43.29790115356445 0.56 PowerLaw 1693.8843994140625 9.04243653153565e-14 2.170680284500122 9.06250104799021e-14 2.1687417030334473 0.0005519107799045742 bll ""
J0010.6+2043 2.6501998901367188 20.733200073242188 0.6 PowerLaw 1318.482177734375 1.0727630941767888e-13 2.390063524246216 1.1624264105534327e-13 2.328984498977661 0.07038871943950653 fsrq LSP
J0010.6-3025 2.6675000190734863 -30.425800323486328 1.19 LogParabola 606.6101684570312 2.2436982827223062e-12 2.4249508380889893 2.5821133425862897e-12 2.2681288719177246 0.15624313056468964 fsrq LSP
J0011.4-4110 2.8501999378204346 -41.174198150634766 0.091 PowerLaw 1013.241943359375 1.3267705890104148e-13 2.5006473064422607 1.4842754846380868e-13 2.4800832271575928 0.08663003146648407 bcu ISP
J0011.4+0057 2.85509991645813 0.9646000266075134 1.492 LogParabola 757.169677734375 1.7565123617765965e-12 2.353538990020752 1.8841597119317877e-12 2.2449185848236084 0.08350546658039093 fsrq LSP
J0013.0+3355 3.2636001110076904 33.920101165771484 1.682 PowerLaw 1856.10205078125 4.7398733836511234e-14 2.259154796600342 5.383348050647628e-14 2.188725471496582 0.09959833323955536 fsrq LSP
J0013.6+4051 3.401400089263916 40.856300354003906 0.2555 PowerLaw 1961.4095458984375 4.6393600495586024e-14 2.2855615615844727 4.113982781826439e-14 2.3133091926574707 -0.06169112026691437 agn LSP
J0013.6-0424 3.420799970626831 -4.401700019836426 1.075 PowerLaw 2865.45068359375 2.3299584307810532e-14 2.1303787231445312 2.2311896457466972e-14 2.144674062728882 -0.0322580523788929 fsrq LSP
J0013.9-1854 3.4804000854492188 -18.911800384521484 0.094846 PowerLaw 3038.32861328125 2.9878050446068005e-14 1.9337117671966553 3.072710949613214e-14 1.9128351211547852 0.016906332224607468 bll HSP
J0014.1+1910 3.536799907684326 19.171300888061523 0.477 PowerLaw 1171.664794921875 2.3493463034360285e-13 2.384697198867798 2.7002914335973183e-13 2.297421455383301 0.12494310736656189 bll LSP
J0014.1-5022 3.5478999614715576 -50.37030029296875 0.01 PowerLaw 2206.918212890625 6.275206997910163e-14 2.1108486652374268 6.26166192464403e-14 2.105785608291626 -0.00039478615508414805 bll HSP
J0014.2+0854 3.569499969482422 8.911399841308594 0.163 PowerLaw 1183.07470703125 1.4769607791561418e-13 2.4910736083984375 1.442071559821373e-13 2.4932684898376465 -0.011927529238164425 bll ""
J0014.3-0500 3.586400032043457 -5.01200008392334 0.791 PowerLaw 1642.3924560546875 1.7107665381977527e-13 2.373673915863037 1.816285430432732e-13 2.362002372741699 0.050394754856824875 bcu LSP
J0015.2+3537 3.824700117111206 35.6171989440918 0.57 PowerLaw 4917.39306640625 4.180248202169216e-15 2.020397901535034 3.762677476315318e-15 2.0326061248779297 -0.0483851432800293 bll ISP
J0015.6+5551 3.907099962234497 55.86360168457031 0.218 PowerLaw 6877.41845703125 8.246097828548161e-15 1.8515236377716064 8.053864548201745e-15 1.864011526107788 -0.01332353986799717 bll HSP
J0016.2-0016 4.060999870300293 -0.28060001134872437 1.57631 LogParabola 440.3278503417969 6.963467129306178e-12 2.724256753921509 8.324399329573406e-12 2.6355695724487305 0.1861037164926529 fsrq LSP
J0016.5+1702 4.139599800109863 17.03890037536621 1.709 PowerLaw 528.5462036132812 1.226643352864043e-12 2.730292320251465 1.4236458149505249e-12 2.646658420562744 0.14123184978961945 fsrq ""
J0017.5-0514 4.394899845123291 -5.2347002029418945 0.227 LogParabola 894.58203125 1.4479363888431074e-12 2.535158395767212 1.6411510822197939e-12 2.5720808506011963 0.11479245126247406 FSRQ LSP
J0017.8+1455 4.471099853515625 14.922800064086914 0.302712 PowerLaw 1545.2227783203125 1.1381153452397902e-13 2.246659278869629 1.2668529690996327e-13 2.1731269359588623 0.0843956470489502 bll ISP
J0018.8+2611 4.718999862670898 26.189599990844727 0.28 LogParabola 428.1747131347656 1.9948842924777388e-12 2.7941009998321533 2.5585985153481206e-12 2.562173843383789 0.3057743310928345 fsrq LSP
J0019.6+7327 4.90310001373291 73.45600128173828 1.781 LogParabola 1388.4132080078125 6.108829262753412e-13 2.6096160411834717 6.901391350760955e-13 2.6461496353149414 0.10378196835517883 fsrq LSP
J0021.6-0855 5.411499977111816 -8.917400360107422 0.648 PowerLaw 1838.56103515625 5.05270941731327e-14 2.2072017192840576 6.591714072365709e-14 2.069936990737915 0.2712872326374054 bll ""
J0022.0+0006 5.515399932861328 0.11339999735355377 0.306 PowerLaw 11804.876953125 1.3699833597134617e-15 1.589816927909851 1.1891915886603197e-15 1.6291296482086182 -0.050093501806259155 bll HSP
J0023.7-6820 5.934700012207031 -68.33809661865234 0.354 LogParabola 347.32171630859375 7.515093582155519e-12 2.8279330730438232 8.540523323274929e-12 2.7388694286346436 0.13350501656532288 fsrq LSP
J0023.7+4457 5.947700023651123 44.95100021362305 1.062 LogParabola 683.8425903320312 2.363660265777834e-12 2.445587635040283 2.6488347106001786e-12 2.3280129432678223 0.12447277456521988 fsrq ""
J0024.7+0349 6.197500228881836 3.8320999145507812 0.545 PowerLaw 1146.8250732421875 1.4790890680207308e-13 2.4684598445892334 1.6287824225209163e-13 2.4556198120117188 0.07103385776281357 fsrq ""
J0025.2-2231 6.303400039672852 -22.532800674438477 0.834 PowerLaw 1708.66845703125 3.9011467802907776e-14 2.3954977989196777 3.662106289872499e-14 2.3873777389526367 -0.03817060589790344 fsrq LSP
J0028.5+2001 7.126200199127197 20.017000198364258 1.552007 LogParabola 645.1572265625 1.0303795143495886e-11 2.2213823795318604 1.1499311919349609e-11 2.091590404510498 0.1080799400806427 fsrq LSP
J0028.8-0112 7.217400074005127 -1.2022000551223755 0.082 PowerLaw 3415.799072265625 7.773354341125433e-15 2.1726486682891846 7.469922575463472e-15 2.192873001098633 -0.024233711883425713 bll ISP
J0030.3-4224 7.595799922943115 -42.41270065307617 0.495 LogParabola 583.8395385742188 5.743007631953123e-12 2.485548973083496 6.12048606241089e-12 2.4470109939575195 0.06092038378119469 fsrq LSP
J0030.6-0212 7.655799865722656 -2.2014000415802 1.804 LogParabola 640.0975341796875 6.5716386325742615e-12 2.3880467414855957 7.440801447211598e-12 2.2964162826538086 0.1234007328748703 fsrq LSP
J0032.4-2849 8.107600212097168 -28.822399139404297 0.323888 PowerLaw 1183.4573974609375 1.270673290979657e-13 2.3315093517303467 1.4616262302043215e-13 2.249180555343628 0.10544136166572571 bll LSP
J0033.3-2040 8.34570026397705 -20.667400360107422 0.073 PowerLaw 7460.80126953125 1.5668976617637604e-15 1.697918176651001 1.9200879543957014e-15 1.665268898010254 0.08158408105373383 bll ""
J0035.8-0837 8.9576997756958 -8.632399559020996 0.032 LogParabola 2120.22509765625 4.539751346653749e-14 2.075824022293091 6.087297143133122e-14 1.8425843715667725 0.29000699520111084 bll LSP
J0035.9+5950 8.9822998046875 59.83340072631836 0.467 LogParabola 3176.771240234375 3.1292099445488775e-13 1.7652086019515991 3.309021893299624e-13 1.667915940284729 0.048305585980415344 bll HSP
J0036.9+1832 9.234000205993652 18.542400360107422 1.595 PowerLaw 924.8861694335938 4.803069834219409e-13 2.4329299926757812 5.368765870240877e-13 2.385084629058838 0.09075305610895157 bcu ""
J0037.6+3653 9.404500007629395 36.896400451660156 0.366 PowerLaw 1350.5360107421875 1.2835682495181133e-13 2.368082284927368 1.4786224545107474e-13 2.298591136932373 0.1141931563615799 fsrq LSP
J0037.8+1239 9.469499588012695 12.652700424194336 0.089 PowerLaw 1383.1661376953125 4.1890322048827866e-13 2.210336208343506 4.3325114546313714e-13 2.196004867553711 0.02234032191336155 bll HSP
J0037.9+2612 9.4822998046875 26.201000213623047 0.14767 PowerLaw 1094.8226318359375 1.7320585070368377e-13 2.4039151668548584 1.956444582078623e-13 2.3549535274505615 0.09737996757030487 bll ""
J0038.1+0012 9.539400100708008 0.2117999941110611 0.7395 PowerLaw 1994.029052734375 1.1289630526007538e-13 2.081955671310425 1.1235235425387582e-13 2.0854408740997314 -0.0033539768774062395 bll LSP
J0038.2-2459 9.558899879455566 -24.99410057067871 1.196 LogParabola 651.6510009765625 7.893887800369814e-12 2.238115072250366 8.634166298593371e-12 2.149746894836426 0.08522935956716537 fsrq LSP
J0038.7-0204 9.689900398254395 -2.072200059890747 0.22043 PowerLaw 425.65570068359375 3.685110376572265e-12 2.839700937271118 4.199236010998808e-12 2.7862331867218018 0.1269046664237976 rdg ""
J0039.0-0946 9.755599975585938 -9.78279972076416 2.1015 PowerLaw 454.97088623046875 3.176218619713178e-12 2.7207119464874268 3.5949368482057764e-12 2.6615898609161377 0.11354827135801315 fsrq LSP
J0039.1-2219 9.778200149536133 -22.327600479125977 0.0615 PowerLaw 4109.49609375 1.5401134211803953e-14 1.7988300323486328 1.6056974882204013e-14 1.7724652290344238 0.021653423085808754 bll ""
J0040.4-2340 10.101200103759766 -23.670400619506836 0.213 PowerLaw 1752.8758544921875 5.748271867181409e-14 2.223118782043457 6.827225145899368e-14 2.077054500579834 0.15915681421756744 bll ISP
J0041.4+3800 10.36970043182373 38.009700775146484 0.38 PowerLaw 3811.127685546875 1.0580813704580763e-14 2.0333330631256104 9.18089185946748e-15 2.0729711055755615 -0.0659029483795166 fsrq HSP
J0041.9-4702 10.48390007019043 -47.045799255371094 0.15 PowerLaw 5678.31494140625 2.8062830464498307e-15 1.7639744281768799 3.659231460049518e-15 1.5802520513534546 0.21194444596767426 bll ISP
J0042.0+3640 10.50529956817627 36.672401428222656 0.47 PowerLaw 3219.927978515625 1.4625462096289933e-14 2.083097457885742 1.493693474572018e-14 2.072573184967041 0.013286042958498001 bll ""
J0042.2+2319 10.558099746704102 23.32710075378418 1.426 PowerLaw 1391.9029541015625 2.456464393875424e-13 2.2841105461120605 2.5732530255923036e-13 2.260284662246704 0.03641710802912712 fsrq LSP
J0043.5-0442 10.87660026550293 -4.700699806213379 0.48 PowerLaw 2827.86328125 2.8256646425906667e-14 2.069559097290039 2.7493815329873023e-14 2.0808863639831543 -0.013813100755214691 bll ""
J0043.7-1116 10.928299903869629 -11.28219985961914 0.264 PowerLaw 2835.686279296875 3.009804184312889e-14 1.9657776355743408 3.645587792148325e-14 1.7318702936172485 0.18282334506511688 bll HSP
J0043.8+3425 10.971699714660645 34.43159866333008 0.966 LogParabola 1355.870849609375 1.2915350212916454e-12 1.9439009428024292 1.397419614919404e-12 1.8468376398086548 0.0630868449807167 fsrq LSP
J0044.2-8424 11.071100234985352 -84.40160369873047 1.032 PowerLaw 853.1743774414062 4.397991302737547e-13 2.6243083477020264 4.3157803177561183e-13 2.6307835578918457 -0.009010780602693558 fsrq LSP
J0045.1-3706 11.293600082397461 -37.10649871826172 1.033 PowerLaw 548.9100952148438 2.550513619747896e-12 2.5730233192443848 2.653718174025488e-12 2.5521738529205322 0.031874820590019226 fsrq LSP
J0045.3+2128 11.339599609375 21.466800689697266 0.425 LogParabola 2143.493896484375 2.7948788574282124e-13 1.8121830224990845 3.0377051785449027e-13 1.668580412864685 0.07657238095998764 bll HSP
J0045.7+1217 11.430899620056152 12.291999816894531 0.254 PowerLaw 2165.955322265625 1.8708868005160029e-13 1.9936575889587402 1.974366850565623e-13 1.9578219652175903 0.03332843258976936 bll ""
J0047.0+5657 11.753499984741211 56.96009826660156 0.747 LogParabola 1900.6810302734375 2.218071917543113e-13 2.140796422958374 2.4988222754006306e-13 2.01108980178833 0.11021503806114197 bll LSP
J0047.9+3947 11.976300239562988 39.79750061035156 0.252 PowerLaw 2316.13037109375 1.3318469591072635e-13 1.9783400297164917 1.36197558222792e-13 1.9639564752578735 0.012904813513159752 bll ""
J0047.9+2233 11.998100280761719 22.563199996948242 1.161 PowerLaw 1589.3311767578125 1.5706144338659828e-13 2.449434280395508 1.62551680557739e-13 2.4624087810516357 0.026780162006616592 fsrq LSP
J0049.0+2252 12.251999855041504 22.87350082397461 0.26415 PowerLaw 2847.763671875 2.4085608860005894e-14 2.264444589614868 2.532212957926435e-14 2.251788854598999 0.03798779845237732 bll ISP
J0049.1+4223 12.277199745178223 42.390098571777344 0.302 PowerLaw 4341.84423828125 7.780061148001793e-15 1.9227873086929321 9.82896439070827e-15 1.600620150566101 0.2156340479850769 bll ""
J0049.6-4500 12.418800354003906 -45.00859832763672 0.121 PowerLaw 734.8375244140625 4.437781522467765e-13 2.6087088584899902 4.906076087919653e-13 2.562199592590332 0.08608809858560562 fsrq LSP
J0049.7+0237 12.437700271606445 2.6273000240325928 1.474 LogParabola 858.7425537109375 2.65216277758884e-12 2.136913299560547 2.9079137101734043e-12 2.021341562271118 0.08970467746257782 bll LSP
J0050.0-5736 12.519700050354004 -57.61640167236328 1.797 PowerLaw 821.7952270507812 1.953908172411256e-12 2.4415953159332275 1.9593055476663235e-12 2.4402267932891846 0.0023519154638051987 fsrq LSP
J0050.4-0452 12.612099647521973 -4.8805999755859375 0.92 LogParabola 742.352294921875 2.528493256784281e-12 2.3262927532196045 2.793985529048193e-12 2.2363970279693604 0.09421534091234207 fsrq LSP
J0050.7-0929 12.675299644470215 -9.493599891662598 0.635 LogParabola 959.8713989257812 4.06610379047323e-12 2.0098109245300293 4.336042375846505e-12 1.9193609952926636 0.0579589307308197 BLL ISP
J0051.1-0648 12.782400131225586 -6.809599876403809 1.975 LogParabola 677.0765380859375 2.782665807846141e-12 2.367257595062256 3.190914980161219e-12 2.249718427658081 0.12995927035808563 fsrq LSP
J0051.5-4220 12.879300117492676 -42.34550094604492 1.749 LogParabola 311.58685302734375 1.2113541073e-11 2.762178421020508 1.4805280265650644e-11 2.5629444122314453 0.23598270118236542 fsrq LSP
J0056.3-0935 14.087400436401367 -9.599699974060059 0.103 PowerLaw 2880.187744140625 9.976308651795177e-14 1.8706799745559692 1.0520400604277155e-13 1.8316142559051514 0.030877625569701195 bll ISP
J0056.5-3936 14.14579963684082 -39.61090087890625 0.263 LogParabola 1920.26904296875 2.6579356865951385e-14 2.1222431659698486 4.557250708530844e-14 1.570705533027649 0.7098283171653748 bll LSP
J0056.8+1626 14.20199966430664 16.43600082397461 0.206 PowerLaw 1747.8609619140625 5.945058627245675e-14 2.264282464981079 6.220998244538603e-14 2.2273337841033936 0.03406098484992981 bll LSP
J0057.7+3023 14.449799537658691 30.39699935913086 0.016485 PowerLaw 1103.1099853515625 2.996019502366637e-13 2.377946376800537 2.9487268746533624e-13 2.3839144706726074 -0.010729175992310047 rdg LSP
J0058.0-0539 14.5108003616333 -5.65500020980835 1.2456 PowerLaw 964.0963745117188 6.548271582092202e-13 2.4051995277404785 6.80048302826447e-13 2.3928284645080566 0.0267679151147604 fsrq LSP
J0058.4+3315 14.610099792480469 33.2504997253418 1.369 PowerLaw 1426.4715576171875 1.1531387281681071e-13 2.3124163150787354 1.3382934896995907e-13 2.1672658920288086 0.13364560902118683 fsrq LSP
J0059.2+0006 14.807299613952637 0.11659999936819077 0.719017 PowerLaw 1282.5819091796875 1.2602343214124234e-13 2.462402105331421 1.2257402937695255e-13 2.4807181358337402 -0.024520810693502426 fsrq LSP
J0059.3-0152 14.836099624633789 -1.872499942779541 0.144 PowerLaw 5661.28662109375 8.889695484728607e-15 1.7664345502853394 1.031392717542809e-14 1.6419379711151123 0.09387649595737457 bll HSP
J0059.5-3338 14.886899948120117 -33.64070129394531 0.874 PowerLaw 434.298583984375 1.565521475475895e-12 2.850327968597412 1.6107243577118124e-12 2.850975275039673 0.0198596753180027 fsrq LSP
J0101.0-0059 15.262900352478027 -0.9904000163078308 0.67 PowerLaw 1271.4970703125 1.3802691899589964e-13 2.490636110305786 1.3552505472025356e-13 2.5019326210021973 -0.016853515058755875 bll ISP
J0101.7-5455 15.44540023803711 -54.925498962402344 0.261 PowerLaw 7604.23486328125 1.8492298367096165e-15 1.7231159210205078 2.305769795609607e-15 1.6108037233352661 0.133944571018219 bll ""
J0101.8-7543 15.472700119018555 -75.7323989868164 1.017 PowerLaw 976.4523315429688 1.6173924721231414e-13 2.63470458984375 1.4732137764480319e-13 2.621142625808716 -0.039753932505846024 fsrq ""
J0102.4+4214 15.606900215148926 42.237098693847656 0.874 LogParabola 408.8445739746094 6.2626648658636874e-12 2.672611713409424 7.569217821967733e-12 2.513728380203247 0.2048845738172531 fsrq LSP
J0102.4+0942 15.608599662780762 9.706100463867188 0.42 PowerLaw 2544.923583984375 3.314112967888437e-14 2.1498188972473145 2.9699235014639044e-14 2.19486141204834 -0.04716681316494942 bll ""
J0102.7-2001 15.693499565124512 -20.030500411987305 0.38 LogParabola 9222.3310546875 1.1103012692936592e-15 1.6774392127990723 1.844562896928482e-15 1.0047521591186523 0.6033086776733398 bcu HSP
J0102.8+5824 15.701000213623047 58.40919876098633 0.644 LogParabola 1611.0634765625 1.649852238334859e-12 2.2844250202178955 1.8043058366834508e-12 2.275409698486328 0.06537056714296341 fsrq LSP
J0103.5+1526 15.878600120544434 15.434800148010254 0.246 PowerLaw 2135.490478515625 4.618807303313245e-14 2.187849283218384 5.039795214186252e-14 2.1505696773529053 0.057234615087509155 bll ""
J0103.8+1321 15.968999862670898 13.353599548339844 0.49 PowerLaw 2329.860107421875 4.003933550813729e-14 2.103219509124756 4.650274916116921e-14 1.9100391864776611 0.14689695835113525 bll ""
J0104.8-2416 16.214599609375 -24.280799865722656 1.747 LogParabola 444.7571105957031 4.078808905211284e-12 2.6129417419433594 4.524724345200681e-12 2.5012762546539307 0.11965371668338776 fsrq LSP
J0105.1+3929 16.29129981994629 39.496299743652344 0.44 PowerLaw 1111.0509033203125 4.551647145127624e-13 2.3178937435150146 4.923433080498973e-13 2.273380756378174 0.05830534175038338 bll LSP
J0108.1-0039 17.027599334716797 -0.6586999893188477 1.374626 PowerLaw 665.3171997070312 9.426248843980023e-13 2.7327792644500732 1.048738569944807e-12 2.693633794784546 0.10242662578821182 fsrq LSP
J0108.6+0134 17.16950035095215 1.5819000005722046 2.099 LogParabola 544.3964233398438 5.791262955301413e-11 2.357841730117798 6.55886872591438e-11 2.283599615097046 0.11238792538642883 fsrq LSP
J0109.1+1815 17.29509925842285 18.264699935913086 0.145 LogParabola 1473.5931396484375 3.143844505473087e-13 2.045546293258667 3.4462480070183987e-13 1.9229567050933838 0.08288208395242691 bll ISP
J0109.7+6133 17.44499969482422 61.561500549316406 0.783 LogParabola 938.7132568359375 3.705801290831978e-12 2.60606050491333 4.459730761768865e-12 2.6031365394592285 0.15851876139640808 fsrq LSP
J0110.0-4019 17.515899658203125 -40.31779861450195 0.313 PowerLaw 3710.50830078125 1.2841576828054486e-14 1.8422483205795288 1.555288355243635e-14 1.7286309003829956 0.11801829934120178 bll HSP
J0110.2+4151 17.5580997467041 41.859100341796875 0.096 PowerLaw 10973.90625 9.47039903875129e-16 1.687364935874939 1.0517615517594936e-15 1.6456518173217773 0.04353988915681839 bll HSP
J0110.7-1254 17.69339942932129 -12.907699584960938 0.234 PowerLaw 2611.874267578125 3.531478223999657e-14 2.033165216445923 3.503350631513594e-14 2.0353665351867676 -0.004722077399492264 bll HSP
J0111.4+0534 17.8572998046875 5.576099872589111 0.346 PowerLaw 5245.85693359375 4.3253466400997725e-15 1.8667229413986206 5.297590538716045e-15 1.7361983060836792 0.14476129412651062 bll ISP
J0112.0-6634 18.02359962463379 -66.57520294189453 1.1888 LogParabola 464.5479736328125 2.9192687763662795e-12 2.744769334793091 3.325174337265313e-12 2.711229085922241 0.11759606748819351 fsrq LSP
J0112.1+2245 18.029399871826172 22.75149917602539 0.265 LogParabola 769.3329467773438 1.48878704503419e-11 2.074246883392334 1.595785829866525e-11 1.9903638362884521 0.06017168238759041 BLL LSP
J0112.1-0321 18.030799865722656 -3.362600088119507 0.77177 LogParabola 825.5064086914062 5.611381585085562e-13 2.4427952766418457 6.923146409452963e-13 2.3354074954986572 0.20753446221351624 fsrq ISP
J0112.8+3208 18.222700119018555 32.13990020751953 0.603 LogParabola 528.436279296875 1.4454217336923314e-11 2.3411707878112793 1.558552072122854e-11 2.2445263862609863 0.07890746742486954 fsrq LSP
J0113.1-3553 18.2893009185791 -35.89400100708008 1.22 LogParabola 640.635009765625 1.7347106823911718e-12 2.370542049407959 1.950525678473536e-12 2.2408854961395264 0.12246470153331757 fsrq LSP
J0113.4+4948 18.368200302124023 49.80540084838867 0.389 LogParabola 1137.6778564453125 1.3149620281538432e-12 2.213181257247925 1.4404795715614038e-12 2.1285390853881836 0.08080847561359406 fsrq LSP
J0113.7+0225 18.427900314331055 2.419600009918213 0.047 PowerLaw 1114.762451171875 3.06941863419119e-13 2.5906758308410645 3.0422089543694075e-13 2.5946755409240723 -0.006173649802803993 bll LSP
J0114.9-3400 18.73979949951172 -34.00630187988281 0.482 PowerLaw 8154.509765625 2.498516589680296e-15 1.6764723062515259 2.6164314109928567e-15 1.6425672769546509 0.021278733387589455 bll ISP
J0115.1-0129 18.785900115966797 -1.4961999654769897 1.365 PowerLaw 634.6085205078125 1.4005871115663204e-12 2.6852962970733643 1.553841907572795e-12 2.682100772857666 0.09032799303531647 fsrq LSP
J0115.8+2519 18.953899383544922 25.332399368286133 0.376 PowerLaw 2437.258544921875 2.935302825454733e-13 1.910865068435669 3.0300829662217865e-13 1.8915883302688599 0.0175040140748024 bll HSP
J0116.0-1136 19.000600814819336 -11.605999946594238 0.67 PowerLaw 781.4742431640625 1.979720857733791e-12 2.3714983463287354 2.087695034208581e-12 2.3522071838378906 0.04042796418070793 fsrq LSP
J0116.5-2812 19.134199142456055 -28.201000213623047 0.7 PowerLaw 2319.02685546875 2.477591530102973e-14 2.203097343444824 2.2509517714390873e-14 2.2894344329833984 -0.059025831520557404 bll ""
J0116.5-3046 19.146299362182617 -30.783300399780273 1.414 PowerLaw 574.4923706054688 6.337154108762566e-13 2.6746559143066406 7.120413742130183e-13 2.6191039085388184 0.09188687801361084 fsrq ""
J0117.5-2442 19.39069938659668 -24.714500427246094 0.279 PowerLaw 6598.45458984375 1.285211984714896e-15 1.8218677043914795 2.3904101981387033e-15 1.1521844863891602 0.6767675876617432 bll ""
J0117.8-2109 19.454299926757812 -21.157800674438477 1.49 LogParabola 1203.933349609375 5.872937769782482e-13 2.3660125732421875 6.646823933267876e-13 2.26669979095459 0.1293153464794159 fsrq LSP
J0118.9-2141 19.725400924682617 -21.694799423217773 1.165 LogParabola 1058.3154296875 2.9893990928508973e-12 2.3045196533203125 3.2241019749801314e-12 2.300999402999878 0.05590708553791046 fsrq LSP
J0119.0-1458 19.761199951171875 -14.979900360107422 0.114699 PowerLaw 3710.84814453125 2.4623971142819466e-14 1.8103536367416382 2.8517525797397414e-14 1.7136324644088745 0.08723625540733337 bll HSP
J0119.6+4158 19.919599533081055 41.982601165771484 0.109 LogParabola 1883.617431640625 3.7336575346193224e-14 2.3040642738342285 5.009143124704192e-14 2.3549983501434326 0.2387750744819641 bll ""
J0121.8+1147 20.467300415039062 11.796099662780762 0.571315 PowerLaw 4037.100341796875 5.16168960804325e-15 2.0005605220794678 5.990875994615376e-15 1.8749701976776123 0.1139245480298996 fsrq LSP
J0121.8-3916 20.470399856567383 -39.2681999206543 0.39 PowerLaw 2740.365966796875 3.551445839885051e-14 1.9385255575180054 4.032440275246983e-14 1.8670300245285034 0.077991783618927 bll HSP
J0123.1+3421 20.790599822998047 34.35380172729492 0.272 PowerLaw 6115.0634765625 7.932916713663304e-15 1.7421538829803467 8.593229718024866e-15 1.6857249736785889 0.041935522109270096 bll HSP
J0123.7+4209 20.933799743652344 42.16460037231445 0.186 PowerLaw 9891.46875 8.100144840252944e-16 1.8391878604888916 7.480462418184394e-16 1.843170166015625 -0.04573388397693634 bll ""
J0123.7-2311 20.937700271606445 -23.19409942626953 0.404 PowerLaw 3236.341064453125 5.0431399778883695e-14 1.8589140176773071 5.29661729785965e-14 1.826836347579956 0.027637941762804985 bll HSP
J0124.8-0625 21.21780014038086 -6.432799816131592 2.117 PowerLaw 1353.76611328125 1.5193278763998147e-13 2.2768795490264893 1.7266537592069975e-13 2.2431910037994385 0.09671998023986816 bll LSP
J0125.3-5112 21.329599380493164 -51.21149826049805 1.104 PowerLaw 848.232421875 2.1138201865972261e-13 2.646601438522339 2.3144667063955404e-13 2.596449136734009 0.08488243818283081 fsrq LSP
J0125.7-0015 21.427499771118164 -0.26579999923706055 1.077 PowerLaw 325.4345397949219 6.3425350041446116e-12 2.9676783084869385 7.092200091096679e-12 2.9252936840057373 0.1131710484623909 fsrq ""
J0126.0-2221 21.52039909362793 -22.361000061035156 0.72 LogParabola 677.5194702148438 1.233224893731899e-12 2.52372670173645 1.4492943520641455e-12 2.4189255237579346 0.1626347154378891 fsrq LSP
